product_id,name,category,brand,price,rating,description,subcategory,num_reviews,stock,discount_percent,tags
P00120,MTR Advanced Biscuits Pack,Grocery,MTR,620.0,2.5,MTR Advanced Biscuits Pack - Goodness in every bite. Premium selection from MTR. This budget-friendly product offers great value for money.,Rice,557,409,0,Grocery|MTR|Rice
P00121,Amul Neo Spices Combo,Grocery,Amul,40.0,2.9,Amul Neo Spices Combo - Goodness in every bite. Premium selection from Amul. This budget-friendly product offers great value for money.,Spices,1306,216,0,Grocery|Amul|Spices
P00122,Lakme Classic Perfume 128ml,Beauty,Lakme,940.0,1.7,Lakme Classic Perfume 128ml - Your secret to radiant skin. Premium formulation by Lakme. This budget-friendly product offers great value for money.,Perfume,820,251,0,Beauty|Lakme|Perfume
P00123,Britannia Royal Cooking Oil 16L,Grocery,Britannia,670.0,4.7,Pure and natural Britannia Royal Cooking Oil 16L by Britannia. Quality you can trust. This budget-friendly product offers great value for money.,Cooking Oil,1523,187,20,Grocery|Britannia|Cooking Oil
P00124,Britannia Neo Coffee 65g,Grocery,Britannia,980.0,3.4,Britannia Neo Coffee 65g - Goodness in every bite. Premium selection from Britannia. This budget-friendly product offers great value for money.,Rice,605,379,0,Grocery|Britannia|Rice
P00125,LG Royal Induction Cooktop,Home & Kitchen,LG,11280.0,4.1,Transform your kitchen with LG Royal Induction Cooktop. Reliable performance by LG. This premium product offers great value for money.,Microwave,1546,492,5,Home & Kitchen|LG|Microwave
P00126,OnePlus Tablet Deluxe 64GB,Electronics,OnePlus,1490.0,3.2,OnePlus Tablet Deluxe 64GB - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.,Tablet,1182,40,0,Electronics|OnePlus|Tablet
P00127,Xiaomi Tablet Smart 500GB,Electronics,Xiaomi,1940.0,4.9,Xiaomi Tablet Smart 500GB - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.,Tablet,1865,156,0,Electronics|Xiaomi|Tablet
P00128,Amul Essential Spices Combo,Grocery,Amul,1120.0,2.7,Amul Essential Spices Combo - Goodness in every bite. Premium selection from Amul. This mid-range product offers great value for money.,Spices,1074,14,0,Grocery|Amul|Spices
P00129,Haldirams Smart Cooking Oil 55L,Grocery,Haldirams,30.0,4.7,Pure and natural Haldirams Smart Cooking Oil 55L by Haldirams. Quality you can trust. This budget-friendly product offers great value for money.,Cooking Oil,820,300,25,Grocery|Haldirams|Cooking Oil
P00130,Nivea Plus Face Wash,Beauty,Nivea,980.0,3.9,Enhance your beauty routine with Nivea Plus Face Wash by Nivea. Dermatologically tested. This budget-friendly product offers great value for money.,Face Wash,737,64,0,Beauty|Nivea|Face Wash
P00131,Smart Programming Guide,Books,Pearson,2280.0,4.3,Expand your horizons with Smart Programming Guide. Available from Pearson publications. This mid-range product offers great value for money.,Fiction,500,344,0,Books|Pearson|Fiction
P00132,Samsung Bluetooth Speaker Elite,Electronics,Samsung,1980.0,4.8,Samsung Bluetooth Speaker Elite - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.,Bluetooth Speaker,1250,326,0,Electronics|Samsung|Bluetooth Speaker
P00133,Decathlon Elite Swimming Goggles,Sports,Decathlon,2520.0,4.0,Elevate your game with Decathlon Elite Swimming Goggles by Decathlon. Professional grade quality. This mid-range product offers great value for money.,Swimming Goggles,1725,8,0,Sports|Decathlon|Swimming Goggles
P00134,Lite Self Help Guide,Books,Scholastic,130.0,5.0,Expand your horizons with Lite Self Help Guide. Available from Scholastic publications. This budget-friendly product offers great value for money.,Self Help,2457,343,0,Books|Scholastic|Self Help
P00135,Nerf Advanced Puzzle 32 Pieces,Toys,Nerf,3190.0,4.7,Nerf Advanced Puzzle 32 Pieces - Fun for all ages. Quality entertainment by Nerf. This mid-range product offers great value for money.,Remote Control Car,1311,128,0,Toys|Nerf|Remote Control Car
P00136,Reebok Basic Yoga Mat,Sports,Reebok,7880.0,4.3,Elevate your game with Reebok Basic Yoga Mat by Reebok. Professional grade quality. This premium product offers great value for money.,Yoga Mat,1744,491,25,Sports|Reebok|Yoga Mat
P00137,Samsung Smartphone Deluxe 16GB,Electronics,Samsung,2950.0,4.6,Upgrade your tech life with Samsung Smartphone Deluxe 16GB by Samsung. Engineered for excellence. This mid-range product offers great value for money.,Smartphone,1983,135,0,Electronics|Samsung|Smartphone
P00138,Fisher-Price Max Building Blocks Set,Toys,Fisher-Price,820.0,3.8,Fisher-Price Max Building Blocks Set - Fun for all ages. Quality entertainment by Fisher-Price. This budget-friendly product offers great value for money.,Building Blocks,1385,471,0,Toys|Fisher-Price|Building Blocks
P00139,"LG Smart TV 128"" Pro",Electronics,LG,4780.0,3.2,"Upgrade your tech life with LG Smart TV 128"" Pro by LG. Engineered for excellence. This mid-range product offers great value for money.",TV,977,62,0,Electronics|LG|TV
P00140,Van Heusen Ultra Hoodie,Clothing,Van Heusen,720.0,5.0,Van Heusen Ultra Hoodie - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,Hoodie,1732,138,0,Clothing|Van Heusen|Hoodie
P00141,Adidas Deluxe Jeans,Clothing,Adidas,310.0,3.9,"Express yourself with Adidas Deluxe Jeans from Adidas. Trendy design, lasting comfort. This budget-friendly product offers great value for money.",Jeans,644,498,0,Clothing|Adidas|Jeans
P00142,Lego Basic Building Blocks Set,Toys,Lego,3970.0,4.1,Spark imagination with Lego Basic Building Blocks Set from Lego. Safe and educational. This mid-range product offers great value for money.,Building Blocks,487,80,0,Toys|Lego|Building Blocks
P00143,Van Heusen Advanced Jacket,Clothing,Van Heusen,1590.0,2.9,Van Heusen Advanced Jacket - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,Jacket,1188,391,30,Clothing|Van Heusen|Jacket
P00144,OnePlus Tablet Gold 64GB,Electronics,OnePlus,5350.0,4.8,Experience cutting-edge technology with OnePlus Tablet Gold 64GB. Features latest innovations from OnePlus. This premium product offers great value for money.,Tablet,2261,162,20,Electronics|OnePlus|Tablet
P00145,Garnier Silver Serum,Beauty,Garnier,160.0,4.0,Garnier Silver Serum - Your secret to radiant skin. Premium formulation by Garnier. This budget-friendly product offers great value for money.,Serum,386,418,5,Beauty|Garnier|Serum
P00146,Lego Royal Puzzle 1000 Pieces,Toys,Lego,8790.0,4.2,Lego Royal Puzzle 1000 Pieces - Fun for all ages. Quality entertainment by Lego. This premium product offers great value for money.,Remote Control Car,1757,288,0,Toys|Lego|Remote Control Car
P00147,Britannia Deluxe Cereal 64g,Grocery,Britannia,730.0,4.3,Britannia Deluxe Cereal 64g - Goodness in every bite. Premium selection from Britannia. This budget-friendly product offers great value for money.,Cereal,311,378,10,Grocery|Britannia|Cereal
P00148,Oppo Bluetooth Speaker Neo,Electronics,Oppo,7020.0,3.4,Upgrade your tech life with Oppo Bluetooth Speaker Neo by Oppo. Engineered for excellence. This premium product offers great value for money.,Bluetooth Speaker,394,260,0,Electronics|Oppo|Bluetooth Speaker
P00149,Peter England Premium Jacket,Clothing,Peter England,10090.0,4.8,Step out in style with Peter England Premium Jacket. Made with premium quality fabric by Peter England. This premium product offers great value for money.,Jacket,866,489,0,Clothing|Peter England|Jacket
P00150,Britannia Classic Honey 55g,Grocery,Britannia,60.0,4.1,Britannia Classic Honey 55g - Goodness in every bite. Premium selection from Britannia. This budget-friendly product offers great value for money.,Honey,1489,230,0,Grocery|Britannia|Honey
P00151,Adidas Classic Football,Sports,Adidas,930.0,2.5,Elevate your game with Adidas Classic Football by Adidas. Professional grade quality. This budget-friendly product offers great value for money.,Running Shoes,452,40,30,Sports|Adidas|Running Shoes
P00152,Stories of Plus Adventures,Books,Oxford,390.0,4.6,Dive into Stories of Plus Adventures. An enriching read published by Oxford. This budget-friendly product offers great value for money.,Fiction,1958,27,0,Books|Oxford|Fiction
P00153,Hot Wheels Deluxe Art Set,Toys,Hot Wheels,1350.0,3.8,Create happy memories with Hot Wheels Deluxe Art Set. Trusted toy from Hot Wheels. This mid-range product offers great value for money.,Art Set,1411,134,15,Toys|Hot Wheels|Art Set
P00154,Complete Essential Reference,Books,Penguin,320.0,3.4,Complete Essential Reference - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Fiction,300,200,30,Books|Penguin|Fiction
P00155,Decathlon Pro Cricket Bat,Sports,Decathlon,2410.0,2.8,Train like a pro with Decathlon Pro Cricket Bat. Premium sports gear from Decathlon. This mid-range product offers great value for money.,Running Shoes,928,327,0,Sports|Decathlon|Running Shoes
P00156,Lego Lite Action Figure,Toys,Lego,3440.0,3.6,Lego Lite Action Figure - Fun for all ages. Quality entertainment by Lego. This mid-range product offers great value for money.,Remote Control Car,961,267,0,Toys|Lego|Remote Control Car
P00157,Britannia Smart Cooking Oil 750L,Grocery,Britannia,140.0,3.5,Healthy living starts with Britannia Smart Cooking Oil 750L. Fresh quality from Britannia. This budget-friendly product offers great value for money.,Cooking Oil,1395,417,0,Grocery|Britannia|Cooking Oil
P00158,MTR Elite Cereal 16g,Grocery,MTR,130.0,3.8,MTR Elite Cereal 16g - Goodness in every bite. Premium selection from MTR. This budget-friendly product offers great value for money.,Cereal,1148,32,0,Grocery|MTR|Cereal
P00159,Van Heusen Premium Sneakers,Clothing,Van Heusen,1060.0,3.5,"Express yourself with Van Heusen Premium Sneakers from Van Heusen. Trendy design, lasting comfort. This mid-range product offers great value for money.",Sneakers,1258,47,0,Clothing|Van Heusen|Sneakers
P00160,Puma Gold Jacket,Clothing,Puma,2130.0,2.9,Step out in style with Puma Gold Jacket. Made with premium quality fabric by Puma. This mid-range product offers great value for money.,Jacket,659,406,0,Clothing|Puma|Jacket
P00161,Fisher-Price Deluxe Board Game,Toys,Fisher-Price,3060.0,4.2,Spark imagination with Fisher-Price Deluxe Board Game from Fisher-Price. Safe and educational. This mid-range product offers great value for money.,Board Game,1343,61,0,Toys|Fisher-Price|Board Game
P00162,Fisher-Price Advanced Building Blocks Set,Toys,Fisher-Price,1490.0,4.7,Fisher-Price Advanced Building Blocks Set - Fun for all ages. Quality entertainment by Fisher-Price. This mid-range product offers great value for money.,Building Blocks,282,215,0,Toys|Fisher-Price|Building Blocks
P00163,Garnier Deluxe Sunscreen SPF256,Beauty,Garnier,350.0,3.6,Discover the magic of Garnier Deluxe Sunscreen SPF256. Trusted skincare from Garnier. This budget-friendly product offers great value for money.,Sunscreen,1573,292,0,Beauty|Garnier|Sunscreen
P00164,Yonex Ultra Cricket Bat,Sports,Yonex,14210.0,3.8,Train like a pro with Yonex Ultra Cricket Bat. Premium sports gear from Yonex. This premium product offers great value for money.,Running Shoes,1666,98,0,Sports|Yonex|Running Shoes
P00165,History of Deluxe Civilizations,Books,Cambridge,1670.0,4.6,History of Deluxe Civilizations - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,History,698,171,0,Books|Cambridge|History
P00166,Amul Smart Cooking Oil 65L,Grocery,Amul,920.0,4.8,Healthy living starts with Amul Smart Cooking Oil 65L. Fresh quality from Amul. This budget-friendly product offers great value for money.,Cooking Oil,1332,359,0,Grocery|Amul|Cooking Oil
P00167,Bajaj Silver Pressure Cooker 8L,Home & Kitchen,Bajaj,4380.0,4.2,Bajaj Silver Pressure Cooker 8L - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Microwave,1784,213,0,Home & Kitchen|Bajaj|Microwave
P00168,Hasbro Silver Board Game,Toys,Hasbro,1490.0,4.1,Spark imagination with Hasbro Silver Board Game from Hasbro. Safe and educational. This mid-range product offers great value for money.,Board Game,1516,474,0,Toys|Hasbro|Board Game
P00169,Garnier Lite Perfume 65ml,Beauty,Garnier,150.0,3.4,Enhance your beauty routine with Garnier Lite Perfume 65ml by Garnier. Dermatologically tested. This budget-friendly product offers great value for money.,Perfume,866,34,0,Beauty|Garnier|Perfume
P00170,Britannia Pro Coffee 50g,Grocery,Britannia,100.0,5.0,Britannia Pro Coffee 50g - Goodness in every bite. Premium selection from Britannia. This budget-friendly product offers great value for money.,Rice,706,448,0,Grocery|Britannia|Rice
P00171,Pigeon Basic Vacuum Cleaner,Home & Kitchen,Pigeon,24540.0,4.9,Pigeon Basic Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Vacuum Cleaner,1447,226,30,Home & Kitchen|Pigeon|Vacuum Cleaner
P00172,LG Tablet Advanced 500GB,Electronics,LG,12610.0,5.0,Upgrade your tech life with LG Tablet Advanced 500GB by LG. Engineered for excellence. This premium product offers great value for money.,Tablet,2030,100,0,Electronics|LG|Tablet
P00173,LOreal Eco Serum,Beauty,LOreal,860.0,3.9,Discover the magic of LOreal Eco Serum. Trusted skincare from LOreal. This budget-friendly product offers great value for money.,Serum,518,430,0,Beauty|LOreal|Serum
P00174,Stories of Ultra Adventures,Books,Penguin,710.0,3.6,Expand your horizons with Stories of Ultra Adventures. Available from Penguin publications. This budget-friendly product offers great value for money.,Fiction,1109,461,0,Books|Penguin|Fiction
P00175,Learn Essential in 30 Days,Books,Scholastic,340.0,4.4,Dive into Learn Essential in 30 Days. An enriching read published by Scholastic. This budget-friendly product offers great value for money.,Fiction,226,130,0,Books|Scholastic|Fiction
P00176,IFB Essential Vacuum Cleaner,Home & Kitchen,IFB,510.0,3.6,Bring home IFB Essential Vacuum Cleaner by IFB. Built for modern households. This budget-friendly product offers great value for money.,Vacuum Cleaner,1658,256,0,Home & Kitchen|IFB|Vacuum Cleaner
P00177,Nestle Premium Biscuits Pack,Grocery,Nestle,250.0,3.9,Pure and natural Nestle Premium Biscuits Pack by Nestle. Quality you can trust. This budget-friendly product offers great value for money.,Rice,1668,4,0,Grocery|Nestle|Rice
P00178,Puma Max Sneakers,Clothing,Puma,6970.0,2.6,Step out in style with Puma Max Sneakers. Made with premium quality fabric by Puma. This premium product offers great value for money.,Sneakers,669,217,0,Clothing|Puma|Sneakers
P00179,Nike Ultra Running Shoes,Sports,Nike,8890.0,4.1,Nike Ultra Running Shoes - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,Running Shoes,1229,254,0,Sports|Nike|Running Shoes
